alerts,control_type,counter_bits,delay_ms,export_drop_prob,export_latency_ms,expressible,false_positive_rate,fault_type,interference_delay_ms,key_mode,keys_tracked,loss_prob,n_chunks,n_jobs,n_rounds,n_workers,observed_rounds,packets,per_packet_ops,precision,query,reason,recall,register_bytes,scaling_model,seed,sketch_width,state_entries,system,time_to_detection_ms,timeout_ms,window_size,workload
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,3,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,4,,409600,sonata_windowed,99.351,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,4,,25616,inc_aware,99.351,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,4,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,5,,409600,sonata_windowed,102.612,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,5,,25616,inc_aware,102.612,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,5,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,6,,409600,sonata_windowed,120.134,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,6,,25616,inc_aware,120.134,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,6,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,7,,409600,sonata_windowed,118.587,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,7,,25616,inc_aware,118.587,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,7,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,8,,409600,sonata_windowed,105.611,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,8,,25616,inc_aware,105.611,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,8,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,9,,409600,sonata_windowed,108.258,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,9,,25616,inc_aware,108.258,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,9,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,10,,409600,sonata_windowed,110.076,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,10,,25616,inc_aware,110.076,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,10,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,11,,409600,sonata_windowed,109.397,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,11,,25616,inc_aware,109.397,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,11,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,12,,409600,sonata_windowed,100.463,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,12,,25616,inc_aware,100.463,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,12,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,13,,409600,sonata_windowed,107.666,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,13,,25616,inc_aware,107.666,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,13,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,14,,409600,sonata_windowed,111.542,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,14,,25616,inc_aware,111.542,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,14,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,15,,409600,sonata_windowed,118.121,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,15,,25616,inc_aware,118.121,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,15,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,16,,409600,sonata_windowed,101.099,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,16,,25616,inc_aware,101.099,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,16,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,17,,409600,sonata_windowed,113.994,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,17,,25616,inc_aware,113.994,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,17,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,18,,409600,sonata_windowed,110.431,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,18,,25616,inc_aware,110.431,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,18,,,univmon,,50.0,,round_failure
5,,409600,,,,True,0.0,missing_chunks,,,409600,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,51200,workers*chunks expected-set bitmap,19,,409600,sonata_windowed,122.931,50.0,,round_failure
5,,26112,,,,True,0.0,missing_chunks,,,25616,,25600,1,50,16,,20480000,2,1.0,Q4,,1.0,3264,active-round worker counters + chunk bitmap,19,,25616,inc_aware,122.931,50.0,,round_failure
,,,,,,False,,missing_chunks,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,19,,,univmon,,50.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,0,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,0,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,0,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,1,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,1,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,1,,,univmon,,1.0,,round_failure
28,,409600,,,,True,0.511111,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,51200,workers*chunks expected-set bitmap,2,,409600,sonata_windowed,1.0,1.0,,round_failure
28,,26112,,,,True,0.511111,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,3264,active-round worker counters + chunk bitmap,2,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,2,,,univmon,,1.0,,round_failure
29,,409600,,,,True,0.533333,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,51200,workers*chunks expected-set bitmap,3,,409600,sonata_windowed,1.0,1.0,,round_failure
29,,26112,,,,True,0.533333,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,3264,active-round worker counters + chunk bitmap,3,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,3,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,4,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,4,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,4,,,univmon,,1.0,,round_failure
29,,409600,,,,True,0.533333,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,51200,workers*chunks expected-set bitmap,5,,409600,sonata_windowed,1.0,1.0,,round_failure
29,,26112,,,,True,0.533333,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,3264,active-round worker counters + chunk bitmap,5,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,5,,,univmon,,1.0,,round_failure
29,,409600,,,,True,0.533333,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,51200,workers*chunks expected-set bitmap,6,,409600,sonata_windowed,1.0,1.0,,round_failure
29,,26112,,,,True,0.533333,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.172,Q4,,1.0,3264,active-round worker counters + chunk bitmap,6,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,6,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,7,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,7,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,7,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,8,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,8,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,8,,,univmon,,1.0,,round_failure
28,,409600,,,,True,0.511111,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,51200,workers*chunks expected-set bitmap,9,,409600,sonata_windowed,1.0,1.0,,round_failure
28,,26112,,,,True,0.511111,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,3264,active-round worker counters + chunk bitmap,9,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,9,,,univmon,,1.0,,round_failure
28,,409600,,,,True,0.511111,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,51200,workers*chunks expected-set bitmap,10,,409600,sonata_windowed,1.0,1.0,,round_failure
28,,26112,,,,True,0.511111,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,3264,active-round worker counters + chunk bitmap,10,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,10,,,univmon,,1.0,,round_failure
28,,409600,,,,True,0.511111,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,51200,workers*chunks expected-set bitmap,11,,409600,sonata_windowed,1.0,1.0,,round_failure
28,,26112,,,,True,0.511111,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,3264,active-round worker counters + chunk bitmap,11,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,11,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,12,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,12,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,12,,,univmon,,1.0,,round_failure
30,,409600,,,,True,0.555556,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,51200,workers*chunks expected-set bitmap,13,,409600,sonata_windowed,1.0,1.0,,round_failure
30,,26112,,,,True,0.555556,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.167,Q4,,1.0,3264,active-round worker counters + chunk bitmap,13,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,13,,,univmon,,1.0,,round_failure
28,,409600,,,,True,0.511111,failed_round,,,409600,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,51200,workers*chunks expected-set bitmap,14,,409600,sonata_windowed,1.0,1.0,,round_failure
28,,26112,,,,True,0.511111,failed_round,,,25616,,25600,1,50,16,,20480000,2,0.179,Q4,,1.0,3264,active-round worker counters + chunk bitmap,14,,25616,inc_aware,1.0,1.0,,round_failure
,,,,,,False,,failed_round,,,,,25600,1,50,16,,20480000,,,Q4,Comparing an observed multi-key set against an externally supplied expected cardinality is outside the sketch abstraction.,,,not expressible,14,,,univmon,,1.0,,round_failure
